Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
465.conllu	1	25	25.0	5.5	8.0	16.0	0	0	4.0	12.0	24.0	0	0	12.0	0	4.0	0	0	20.0	0	0.5416666666666666	0	0	25.0	75.0	0	0	100.0	0	60.0	0	20.0	20.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	2.6	0	20.0	20.0	40.0	20.0	0	0	5.0	5.0	14.0	2.130434782608696	14	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	4.0	0	0	8.0	0	0	0	12.0	4.0	0	0	4.0	0	0	12.0	0	0	4.0	0	0	0	0	0	4.0	4.0	4.0	8.0	0	0	8.0	8.0	0	0	4.0	4.0	8.0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0
466.conllu	1	31	31.0	3.7037037037037037	3.225806451612903	22.580645161290324	0	6.451612903225806	3.225806451612903	22.580645161290324	29.032258064516128	0	0	0	0	12.903225806451612	0	0	0	0	0.37037037037037035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	50.0	50.0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	5.0	31.0	17.0	2.6923076923076925	17	1.5	2	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	3.225806451612903	0	22.580645161290324	3.225806451612903	0	0	6.451612903225806	3.225806451612903	0	22.580645161290324	0	0	0	0	0	0	0	0	0	0	9.67741935483871	3.225806451612903	0	0	0	9.67741935483871	0	0	12.903225806451612	3.225806451612903	0	100.0	0.0	0	0	0	0	0	0	0
467.conllu	1	31	31.0	3.888888888888889	3.225806451612903	22.580645161290324	0	6.451612903225806	3.225806451612903	22.580645161290324	29.032258064516128	0	0	0	0	12.903225806451612	0	0	0	0	0.37037037037037035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	50.0	50.0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	4.0	31.0	19.0	3.6923076923076925	19	1.5	2	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	3.225806451612903	0	22.580645161290324	3.225806451612903	0	0	12.903225806451612	3.225806451612903	0	22.580645161290324	0	0	0	0	0	0	0	0	0	0	9.67741935483871	3.225806451612903	0	0	0	3.225806451612903	0	0	12.903225806451612	3.225806451612903	0	100.0	0.0	0	0	0	0	0	0	0
468.conllu	1	28	28.0	6.9523809523809526	21.428571428571427	7.142857142857143	0	7.142857142857143	3.5714285714285716	10.714285714285714	17.857142857142858	0	0	3.5714285714285716	0	25.0	0	0	3.5714285714285716	0	0.5714285714285714	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	0	50.0	50.0	0	0	0	100.0	0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	14.0	14.0	3.6	14	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	3.5714285714285716	0	0	0	0	3.5714285714285716	0	7.142857142857143	3.5714285714285716	0	0	21.428571428571427	3.5714285714285716	0	10.714285714285714	0	0	0	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	3.5714285714285716	0	0	0	25.0	3.5714285714285716	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
469.conllu	1	27	27.0	6.9523809523809526	22.22222222222222	7.407407407407407	0	7.407407407407407	3.7037037037037037	11.11111111111111	18.51851851851852	0	0	3.7037037037037037	0	22.22222222222222	0	0	3.7037037037037037	0	0.5714285714285714	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	0	50.0	50.0	0	0	0	100.0	0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	13.5	13.0	3.55	13	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	3.7037037037037037	0	0	0	0	3.7037037037037037	0	7.407407407407407	3.7037037037037037	0	0	22.22222222222222	3.7037037037037037	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	7.407407407407407	7.407407407407407	0	0	3.7037037037037037	0	0	0	22.22222222222222	3.7037037037037037	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
470.conllu	1	27	27.0	5.2	7.407407407407407	11.11111111111111	3.7037037037037037	0	7.407407407407407	22.22222222222222	29.62962962962963	0	0	3.7037037037037037	0	7.407407407407407	0	0	7.407407407407407	0	0.52	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	5.0	13.5	9.0	2.4583333333333335	9	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	3.7037037037037037	0	3.7037037037037037	3.7037037037037037	0	0	0	11.11111111111111	7.407407407407407	0	0	11.11111111111111	0	0	18.51851851851852	3.7037037037037037	0	0	0	0	0	0	0	0	0	7.407407407407407	7.407407407407407	0	0	7.407407407407407	3.7037037037037037	0	0	7.407407407407407	3.7037037037037037	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
471.conllu	1	28	28.0	5.24	7.142857142857143	10.714285714285714	3.5714285714285716	0	7.142857142857143	21.428571428571427	28.571428571428573	0	0	3.5714285714285716	0	10.714285714285714	0	0	7.142857142857143	0	0.52	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	5.0	14.0	9.0	2.4583333333333335	9	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	3.5714285714285716	0	3.5714285714285716	3.5714285714285716	0	0	0	10.714285714285714	7.142857142857143	0	0	10.714285714285714	0	0	17.857142857142858	3.5714285714285716	0	0	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	3.5714285714285716	0	0	10.714285714285714	3.5714285714285716	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
472.conllu	1	23	23.0	3.727272727272727	4.3478260869565215	21.73913043478261	4.3478260869565215	4.3478260869565215	4.3478260869565215	21.73913043478261	30.434782608695652	0	0	4.3478260869565215	0	4.3478260869565215	0	0	0	0	0.4090909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	5.0	23.0	9.0	2.1904761904761907	9	1.6666666666666667	3	66.66666666666667	0	33.333333333333336	0	0	0	100.0	0.0	0	0	0	4.3478260869565215	4.3478260869565215	0	0	0	21.73913043478261	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	21.73913043478261	0	0	0	0	0	0	0	0	0	0	21.73913043478261	4.3478260869565215	0	0	0	0	0	0	4.3478260869565215	4.3478260869565215	0	100.0	0.0	0	0	0	0	0	0	0
473.conllu	1	23	23.0	3.3636363636363638	4.3478260869565215	21.73913043478261	4.3478260869565215	4.3478260869565215	4.3478260869565215	26.08695652173913	26.08695652173913	0	0	4.3478260869565215	0	4.3478260869565215	0	0	0	0	0.36363636363636365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	4.0	23.0	9.0	2.5238095238095237	9	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0	0	100.0	0.0	0	0	0	4.3478260869565215	4.3478260869565215	0	0	0	21.73913043478261	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	26.08695652173913	0	0	0	0	0	0	0	0	0	0	17.391304347826086	4.3478260869565215	0	0	0	0	0	0	4.3478260869565215	4.3478260869565215	0	100.0	0.0	0	0	0	0	0	0	0
474.conllu	1	19	19.0	4.111111111111111	0	15.789473684210526	5.2631578947368425	10.526315789473685	5.2631578947368425	15.789473684210526	21.05263157894737	0	0	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	0	10.526315789473685	0	0.3888888888888889	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	9.5	8.0	2.4705882352941178	8	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	10.526315789473685	0	21.05263157894737	5.2631578947368425	0	0	5.2631578947368425	0	0	15.789473684210526	0	0	0	0	0	5.2631578947368425	0	0	0	0	5.2631578947368425	0	0	0	10.526315789473685	10.526315789473685	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
475.conllu	1	19	19.0	4.388888888888889	0	10.526315789473685	10.526315789473685	10.526315789473685	5.2631578947368425	15.789473684210526	21.05263157894737	0	0	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	0	10.526315789473685	0	0.4444444444444444	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	9.5	8.0	2.2941176470588234	8	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	0	5.2631578947368425	0	0	10.526315789473685	0	15.789473684210526	5.2631578947368425	0	0	5.2631578947368425	0	0	15.789473684210526	0	0	0	0	0	5.2631578947368425	0	0	0	0	5.2631578947368425	0	0	0	10.526315789473685	10.526315789473685	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
476.conllu	2	29	14.5	3.7037037037037037	0	20.689655172413794	10.344827586206897	3.4482758620689653	6.896551724137931	17.24137931034483	31.03448275862069	0	0	0	0	6.896551724137931	0	0	3.4482758620689653	0	0.48148148148148145	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	14.5	8.0	2.32	12	1.0	3	100.0	0	0	0	0	0	50.0	50.0	0	0	0	10.344827586206897	0	0	0	0	20.689655172413794	6.896551724137931	0	0	6.896551724137931	3.4482758620689653	0	17.24137931034483	0	0	0	0	0	0	0	0	0	0	10.344827586206897	6.896551724137931	0	0	0	3.4482758620689653	0	0	6.896551724137931	6.896551724137931	0	100.0	0.0	0	0	0	0	0	0	0
477.conllu	1	31	31.0	3.2	0	22.580645161290324	6.451612903225806	3.225806451612903	6.451612903225806	22.580645161290324	29.032258064516128	0	0	3.225806451612903	0	3.225806451612903	0	0	3.225806451612903	0	0.4	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	2.0	100.0	5.0	0	0	0	0	0	100.0	0	7.0	15.5	17.0	3.1379310344827585	17	1.0	3	100.0	0	0	0	0	0	50.0	50.0	0	0	0	6.451612903225806	0	0	0	0	22.580645161290324	6.451612903225806	0	3.225806451612903	6.451612903225806	3.225806451612903	0	22.580645161290324	0	0	3.225806451612903	0	0	0	0	0	0	0	9.67741935483871	6.451612903225806	0	0	0	3.225806451612903	0	0	3.225806451612903	3.225806451612903	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
478.conllu	1	12	12.0	4.090909090909091	8.333333333333334	16.666666666666668	0	0	8.333333333333334	16.666666666666668	25.0	0	0	0	8.333333333333334	8.333333333333334	0	0	8.333333333333334	0	0.5454545454545454	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	12.0	4.0	1.8	4	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	8.333333333333334	0	0	0	16.666666666666668	8.333333333333334	0	0	8.333333333333334	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0	0
479.conllu	1	13	13.0	3.9166666666666665	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	30.76923076923077	23.076923076923077	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	0.4166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	13.0	4.0	2.090909090909091	4	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	30.76923076923077	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0	0
480.conllu	1	14	14.0	5.384615384615385	7.142857142857143	7.142857142857143	0	14.285714285714286	7.142857142857143	21.428571428571427	21.428571428571427	0	0	0	0	7.142857142857143	0	0	14.285714285714286	0	0.46153846153846156	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	7.0	9.0	2.75	9	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	0	21.428571428571427	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0	0
481.conllu	1	14	14.0	5.153846153846154	7.142857142857143	7.142857142857143	0	14.285714285714286	7.142857142857143	21.428571428571427	21.428571428571427	0	0	0	0	7.142857142857143	0	0	14.285714285714286	0	0.46153846153846156	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	7.0	9.0	2.75	9	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	0	21.428571428571427	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0	0
482.conllu	1	22	22.0	4.1	0	4.545454545454546	9.090909090909092	18.181818181818183	0	9.090909090909092	13.636363636363637	4.545454545454546	0	13.636363636363637	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	0.35	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	25.0	25.0	50.0	0	0	100.0	0	75.0	0	25.0	0	0	33.333333333333336	0	0	66.66666666666667	3.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	7.333333333333333	13.0	3.473684210526316	13	1.0	1	100.0	0	0	0	100.0	0.0	100.0	0.0	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	4.545454545454546	4.545454545454546	0	0	0	0	4.545454545454546	0	9.090909090909092	0	0	0	0	0	0	0	0	0	9.090909090909092	4.545454545454546	9.090909090909092	4.545454545454546	4.545454545454546	4.545454545454546	0	0	0	9.090909090909092	4.545454545454546	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0
483.conllu	1	24	24.0	4.181818181818182	4.166666666666667	12.5	0	8.333333333333334	0	12.5	16.666666666666668	4.166666666666667	0	12.5	0	8.333333333333334	8.333333333333334	0	12.5	0	0.36363636363636365	0	33.333333333333336	66.66666666666667	0	0	0	0	100.0	33.333333333333336	0	0	66.66666666666667	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	3.0	100.0	3.3333333333333335	0	0	0	66.66666666666667	33.333333333333336	0	0	4.0	8.0	18.0	3.238095238095238	18	1.0	2	100.0	0	0	0	100.0	0.0	100.0	0.0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	12.5	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	12.5	0	4.166666666666667	4.166666666666667	4.166666666666667	0	0	8.333333333333334	4.166666666666667	4.166666666666667	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0
484.conllu	1	12	12.0	4.7	8.333333333333334	8.333333333333334	16.666666666666668	8.333333333333334	0	16.666666666666668	16.666666666666668	0	0	0	0	16.666666666666668	0	0	8.333333333333334	0	0.6	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	2.0	12.0	7.0	2.6666666666666665	7	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	16.666666666666668	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	16.666666666666668	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0	0
485.conllu	1	11	11.0	4.6	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	0	18.181818181818183	27.272727272727273	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0.6	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	11.0	5.0	2.0	5	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	18.181818181818183	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0	0
486.conllu	1	29	29.0	4.678571428571429	6.896551724137931	10.344827586206897	3.4482758620689653	13.793103448275861	0	20.689655172413794	20.689655172413794	0	0	0	6.896551724137931	3.4482758620689653	3.4482758620689653	0	10.344827586206897	0	0.5	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	25.0	75.0	0	0	100.0	0	75.0	0	25.0	0	0	33.333333333333336	0	0	66.66666666666667	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	9.666666666666666	11.0	2.5185185185185186	11	1.0	2	100.0	0	0	0	0.0	100.0	66.66666666666667	33.333333333333336	0	3.4482758620689653	3.4482758620689653	3.4482758620689653	6.896551724137931	0	10.344827586206897	3.4482758620689653	10.344827586206897	0	0	0	0	0	0	20.689655172413794	0	0	0	0	0	0	0	3.4482758620689653	0	3.4482758620689653	6.896551724137931	6.896551724137931	3.4482758620689653	0	3.4482758620689653	3.4482758620689653	0	0	3.4482758620689653	3.4482758620689653	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0
487.conllu	1	24	24.0	4.956521739130435	4.166666666666667	4.166666666666667	8.333333333333334	16.666666666666668	0	20.833333333333332	16.666666666666668	0	0	0	8.333333333333334	4.166666666666667	4.166666666666667	0	12.5	0	0.5217391304347826	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	25.0	75.0	0	0	100.0	0	75.0	0	25.0	0	0	33.333333333333336	0	0	66.66666666666667	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	8.0	9.0	2.272727272727273	9	1.0	1	100.0	0	0	0	0.0	100.0	66.66666666666667	33.333333333333336	0	4.166666666666667	4.166666666666667	8.333333333333334	4.166666666666667	0	12.5	4.166666666666667	4.166666666666667	0	0	0	0	0	0	20.833333333333332	0	0	0	0	0	0	0	4.166666666666667	0	4.166666666666667	4.166666666666667	8.333333333333334	4.166666666666667	0	4.166666666666667	0	0	0	4.166666666666667	4.166666666666667	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0
488.conllu	1	12	12.0	5.454545454545454	0	16.666666666666668	8.333333333333334	8.333333333333334	0	8.333333333333334	8.333333333333334	0	0	0	33.333333333333336	8.333333333333334	0	0	8.333333333333334	0	0.6363636363636364	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	12.0	4.0	1.7	4	1.0	1	100.0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	16.666666666666668	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	16.666666666666668	0	0	16.666666666666668	0	0	0	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0	0
489.conllu	1	13	13.0	5.333333333333333	0	15.384615384615385	7.6923076923076925	15.384615384615385	0	7.6923076923076925	0	0	0	0	38.46153846153846	7.6923076923076925	0	0	7.6923076923076925	0	0.5833333333333334	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	13.0	4.0	1.9090909090909092	4	1.0	1	100.0	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	15.384615384615385	0	0	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	23.076923076923077	0	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0	0
490.conllu	1	11	11.0	4.9	0	27.272727272727273	9.090909090909092	9.090909090909092	0	9.090909090909092	9.090909090909092	0	0	0	18.181818181818183	9.090909090909092	0	0	9.090909090909092	0	0.5	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	11.0	4.0	1.8888888888888888	4	1.0	2	100.0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	27.272727272727273	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	18.181818181818183	0	0	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0	0
491.conllu	1	12	12.0	5.909090909090909	0	25.0	8.333333333333334	16.666666666666668	0	8.333333333333334	8.333333333333334	0	0	0	16.666666666666668	8.333333333333334	0	0	8.333333333333334	0	0.45454545454545453	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	12.0	4.0	2.0	4	1.0	2	100.0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	25.0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0	0
492.conllu	2	35	17.5	4.393939393939394	2.857142857142857	14.285714285714286	8.571428571428571	8.571428571428571	0	25.714285714285715	28.571428571428573	0	0	2.857142857142857	0	5.714285714285714	0	0	2.857142857142857	0	0.45454545454545453	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	33.333333333333336	0	66.66666666666667	0	100.0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	1.5	100.0	5.0	0	0	0	0	0	100.0	0	4.0	11.666666666666666	8.0	2.7096774193548385	10	1.0	3	100.0	0	0	0	0.0	100.0	100.0	0.0	0	2.857142857142857	0	8.571428571428571	2.857142857142857	0	2.857142857142857	0	14.285714285714286	0	0	0	0	5.714285714285714	0	22.857142857142858	2.857142857142857	0	0	0	0	0	0	0	0	0	8.571428571428571	8.571428571428571	0	0	2.857142857142857	5.714285714285714	0	0	5.714285714285714	5.714285714285714	0	66.66666666666667	33.333333333333336	100.0	0.0	1.0	100.0	0	0	0
